Let me start by exploring the repository structure to understand what I'm auditing.
wasm_frontend/src/application: 18 files
   atlas.rs (17054)
        let kind = match assembly.program {
            SpaceProgram::MainCorridor => "corridor",
            SpaceProgram::AbandonedExpansion => "abandoned",
            _ => "room",
        };
        write!(
            out,
            "[{:.1},{:.1},{:.1},{:.1},\"{}\"]",
            b.0, b.1, b.2, b.3, kind
        )
        .unwrap();
    }
    out.push_str("],\"anomalies\":[");
    first = true;
    for anomaly in &plan.anomalies {
        if !first {
            out.push(',');
        }
        first = false;
        let b = anomaly.footprint.bounds();
        write!(
            out,
            "[\"{:?}\",\"{:016x}\",{:.1},{:.1},{:.1},{:.1},{}]",
            anomaly.kind,
            anomaly.id,
            b.min_x,
            b.min_z,
            b.max_x,
            b.max_z,
            anomaly.gates.len(),
        )
        .unwrap();
    }
    out.push_str("]}");
    out
}

/// Debug payload for one generated chunk: a compact material slice plus the
/// plan objects that explain why those voxels were placed.
#[cfg(target_arch = "wasm32")]
#[wasm_bindgen::prelude::wasm_bindgen]
pub fn get_debug_chunk_json(seed: u32, chunk_x: f32, chunk_z: f32, voxel_scale: f32) -> String {
    use std::fmt::Write;
    use vackrooms::domain::entities::architecture::SpaceProgram;
    use vackrooms::domain::entities::voxel_grid::{
        VOXEL_CEILING, VOXEL_DAMAGED_WALL, VOXEL_DEEP_CARPET, VOXEL_DRY_CARPET, VOXEL_FLOOR,
        VOXEL_FLUID, VOXEL_GLIMMER, VOXEL_GRASS, VOXEL_LIGHT, VOXEL_PALE_WALL, VOXEL_RED_LIGHT,
        VOXEL_RED_WALL, VOXEL_STICKY_CARPET, VOXEL_TREE, VOXEL_WALL, VOXEL_WATER,
    };

    let noise = vackrooms::frameworks_drivers::simple_noise::SimpleNoiseProvider::new();
    let config = if voxel_scale <= 0.1 {
        vackrooms::use_cases::generate_chunk::GeneratorConfig::high_spec()
    } else {
        vackrooms::use_cases::generate_chunk::GeneratorConfig::low_spec()
    };
    let chunk_origin = vackrooms::domain::entities::position::Position::new(chunk_x, chunk_z);
    let generator =
        vackrooms::use_cases::generate_chunk::GenerateChunkArchitectureUseCase::new(&noise);
    let grid = generator.execute(chunk_origin, seed, config.clone());
    let region_size = vackrooms::use_cases::region_plan::REGION_SIZE;
    let region_origin = vackrooms::domain::entities::position::Position::new(
        (chunk_x / region_size).floor() * region_size,
        (chunk_z / region_size).floor() * region_size,
    );
    let plan = vackrooms::use_cases::region_plan::generate_region_plan(
        seed,
        region_origin,
        region_size,
        &config,
        &noise,
    );
    let width = grid.width().saturating_sub(2);
    let depth = grid.depth().saturating_sub(2);
    let mut out = String::with_capacity(width * depth + 4096);
    write!(
        out,
        "{{\"origin\":[{:.1},{:.1}],\"scale\":{:.3},\"width\":{},\"depth\":{},\"cells\":\"",
        chunk_x, chunk_z, voxel_scale, width, depth
    )
    .unwrap();
    // One top-down material per column. Priority keeps red lights and walls
    // visible while still exposing floor/ceiling coverage in the same slice.
    for z in 0..depth {
        for x in 0..width {
            let mut material = b'.';
            for y in 0..grid.height() {
                material = match grid.get(x + 1, y, z + 1) {
                    VOXEL_RED_LIGHT => b'R',
                    VOXEL_LIGHT => b'L',
                    VOXEL_GLIMMER => b'g',
                    VOXEL_RED_WALL => b'X',
                    VOXEL_WALL | VOXEL_TREE => b'#',
                    VOXEL_PALE_WALL => b'P',
                    VOXEL_DAMAGED_WALL => b'D',
                    VOXEL_CEILING => {
                        if material == b'.' {
                            b'^'
                        } else {
                            material
                        }
                    }
                    VOXEL_FLOOR | VOXEL_GRASS | VOXEL_WATER => {
                        if material == b'.' {
                            b'_'
                        } else {
                            material
                        }
                    }
                    VOXEL_DRY_CARPET => {
                        if material == b'.' {
                            b','
                        } else {
                            material
                        }
                    }
                    VOXEL_DEEP_CARPET | VOXEL_STICKY_CARPET => {
                        if material == b'.' {
                            b'~'
                        } else {
                            material
                        }
                    }
                    VOXEL_FLUID => {
                        if material == b'.' {
                            b'w'
                        } else {
                            material
                        }
                    }
                    _ => material,
                };
            }
            out.push(material as char);
        }
    }
    out.push_str("\",\"corridors\":[");
    let mut first = true;
    for corridor in &plan.corridors {
        for pair in corridor.path.windows(2) {
            if !first {
                out.push(',');
            }
            first = false;
            write!(
                out,
                "[{:.2},{:.2},{:.2},{:.2},{:.2},{}]",
                (pair[0].x - chunk_x) / voxel_scale,
                (pair[0].z - chunk_z) / voxel_scale,
                (pair[1].x - chunk_x) / voxel_scale,
                (pair[1].z - chunk_z) / voxel_scale,
                corridor.width / voxel_scale,
                if corridor.spine_kind == SpaceProgram::MainCorridor {
                    0
                } else {
                    1
                }
            )
            .unwrap();
        }
    }
    out.push_str("],\"boxes\":[");
    first = true;
    let mut box_out = |kind: &str, label: &str, bounds: (f32, f32, f32, f32), color: u8| {
        if !first {
            out.push(',');
        }
        first = false;
        write!(
            out,
            "[\"{}\",\"{}\",{:.2},{:.2},{:.2},{:.2},{}]",
            kind,
            label,
            (bounds.0 - chunk_x) / voxel_scale,
            (bounds.1 - chunk_z) / voxel_scale,
            (bounds.2 - bounds.0) / voxel_scale,
            (bounds.3 - bounds.1) / voxel_scale,
            color
        )
        .unwrap();
    };
    for assembly in &plan.assemblies {
        let b = assembly.footprint.bounds();
        let label = match assembly.program {
            SpaceProgram::AbandonedExpansion => "ABANDONED",
            _ => "ASSEMBLY",
        };
        box_out("assembly", label, b, 0);
        for space in &assembly.spaces {
            box_out("space", "SUB-ROOM", space.footprint.bounds(), 0);
        }
        for ceiling in assembly.ceiling.zones() {
            box_out("ceiling", "CEILING ZONE", ceiling.area.bounds(), 0);
        }
        let s = &assembly.structure;
        let b = assembly.footprint.bounds();
        box_out(
            "structure",
            "COLUMN GRID",
            (b.0 + s.phase.0, b.1 + s.phase.1, b.2, b.3),
            0,
        );
        for opening in assembly.entrances() {
            let half = opening.width * 0.5;
            let b = if opening.through_x_wall {
                (
                    opening.center.x - half,
                    opening.center.z - 0.12,
                    opening.center.x + half,
                    opening.center.z + 0.12,
                )
            } else {
                (
                    opening.center.x - 0.12,
                    opening.center.z - half,
                    opening.center.x + 0.12,
                    opening.center.z + half,
                )
            };
            box_out("portal", "PORTAL", b, 0);
        }
    }
    for anomaly in &plan.anomalies {
        let b = anomaly.footprint.bounds();
        let label = match anomaly.kind {
            vackrooms::domain::entities::anomaly::AnomalyKind::PillarExpanse => "PILLAR EXPANSE",
            vackrooms::domain::entities::anomaly::AnomalyKind::BlackoutExpanse => "BLACKOUT",
            vackrooms::domain::entities::anomaly::AnomalyKind::PitLattice => "PIT LATTICE",
            vackrooms::domain::entities::anomaly::AnomalyKind::RedRoom => "RED LOOP",
            vackrooms::domain::entities::anomaly::AnomalyKind::ArchwayRoom => "ARCH ANCHOR",
        };
        box_out("anomaly", label, (b.min_x, b.min_z, b

.max_x, b.max_z), 1);
        // Anomaly-aware developer visibility: gates (threshold planes) and
        // the immutable skeleton lane, keyed by instance id in the label.
        for gate in anomaly.traversal_gates() {
            let gb = match gate.axis {
                vackrooms::domain::entities::anomaly::Axis2::X => (
                    gate.plane - 0.1,
                    gate.span_min,
                    gate.plane + 0.1,
                    gate.span_max,
                ),
                vackrooms::domain::entities::anomaly::Axis2::Z => (
                    gate.span_min,
                    gate.plane - 0.1,
                    gate.span_max,
                    gate.plane + 0.1,
                ),
            };
            let glabel = format!(
                "{} {:08X}",
                match gate.kind {
                    vackrooms::domain::entities::anomaly::TraversalGateKind::Remap => "GATE",
                    vackrooms::domain::entities::anomaly::TraversalGateKind::RedThreshold =>
                        "THRESHOLD",
                    vackrooms::domain::entities::anomaly::TraversalGateKind::RedLoop => "RED LOOP",
                    vackrooms::domain::entities::anomaly::TraversalGateKind::RedEscape => "ESCAPE",
                },
                (gate.instance_id & 0xFFFF_FFFF) as u32
            );
            box_out("gate", &glabel, gb, 1);
        }
        if anomaly.kind != vackrooms::domain::entities::anomaly::AnomalyKind::RedRoom
            && anomaly.kind != vackrooms::domain::entities::anomaly::AnomalyKind::ArchwayRoom
        {
            let lane_a = anomaly.world_coords(-anomaly.footprint.half_x, 0.0);
            let lane_b = anomaly.world_coords(anomaly.footprint.half_x, 0.0);
            let hw = anomaly.skeleton_half_width;
            let lane = (
                lane_a.x.min(lane_b.x) - hw,
                lane_a.z.min(lane_b.z) - hw,
                lane_a.x.max(lane_b.x) + hw,
                lane_a.z.max(lane_b.z) + hw,
            );
            box_out("skeleton", "PROTECTED ROUTE", lane, 1);
        }
    }
    out.push_str("],\"fixtures\":[");
    first = true;
    for assembly in &plan.assemblies {
        for fixture in &assembly.fixtures {
            if !first {
                out.push(',');
            }
            first = false;
            write!(
                out,
                "[{:.2},{:.2},{:.2},{:.2},{}]",
                (fixture.at.x - chunk_x) / voxel_scale,
                (fixture.at.z - chunk_z) / voxel_scale,
                fixture.half_x / voxel_scale,
                fixture.half_z / voxel_scale,
                fixture.lit
            )
            .unwrap();
        }
    }
    out.push_str("]}");
    out
}

#[cfg(target_arch = "wasm32")]
#[wasm_bindgen::prelude::wasm_bindgen]
pub fn get_chunk_blueprint_svg(
    seed: u32,
    chunk_x: f32,
    chunk_z: f32,
    voxel_scale: f32,
    layer: String,
) -> String {
    let noise = vackrooms::frameworks_drivers::simple_noise::SimpleNoiseProvider::new();
    let chunk_pos = vackrooms::domain::entities::position::Position::new(chunk_x, chunk_z);

    let config = if voxel_scale <= 0.1 {
        vackrooms::use_cases::generate_chunk::GeneratorConfig::high_spec()
    } else {
        vackrooms::use_cases::generate_chunk::GeneratorConfig::low_spec()
    };

    let generator =
        vackrooms::use_cases::generate_chunk::GenerateChunkArchitectureUseCase::new(&noise);
    let grid = generator.execute(chunk_pos, seed, config);

    let region_size = vackrooms::use_cases::region_plan::REGION_SIZE;
    let rx = (chunk_x / region_size).floor() * region_size;
    let rz = (chunk_z / region_size).floor() * region_size;
    let semantics = vackrooms::use_cases::region_plan::generate_region_plan(
        seed,
        vackrooms::domain::entities::position::Position::new(rx, rz),
        region_size,
        &config,
        &noise,
    );

    let slice = match layer.as_str() {
        "floor" => vackrooms::adapters::blueprint_renderer::BlueprintSlice::FloorPlan,
        "wall" => vackrooms::adapters::blueprint_renderer::BlueprintSlice::WallPlan,
        "ceiling" => vackrooms::adapters::blueprint_renderer::BlueprintSlice::CeilingPlan,
        _ => vackrooms::adapters::blueprint_renderer::BlueprintSlice::Composite,
    };

    vackrooms::adapters::blueprint_renderer::render_voxel_chunk_svg(
        &grid,
        chunk_pos,
        &config,
        slice,
        Some(&semantics),
    )
}

/// Fast single-chunk voxel blueprint with semantic overlays.
///
/// Why fast? This renders only one 50×50 (or 200×200 for high-spec) voxel
/// grid instead of stitching N×N chunks, so it completes in < 5 ms inside
/// WASM.  The browser can call this on every keypress without delay.
///
/// Arguments (all passed from JavaScript):
/// * `seed`          – World seed.
/// * `chunk_x`       – Chunk origin X in world units (chunk_index * chunk_size).
/// * `chunk_z`       – Chunk origin Z in world units.
/// * `voxel_scale`   – Metres per voxel (0.2 default, 0.1 high-spec).
/// * `pixels_per_voxel` – SVG pixels per cell (8–12 is comfortable).
/// * `show_grid`     – Draw hairline grid lines.
/// * `show_semantics`– Draw corridor / room / door overlays.
/// * `show_ceiling`  – Include ceiling and light voxels.
#[cfg(target_arch = "wasm32")]
#[wasm_bindgen::prelude::wasm_bindgen]
pub fn get_chunk_voxel_blueprint_svg(
    seed: u32,
    chunk_x: f32,
    chunk_z: f32,
    voxel_scale: f32,
    pixels_per_voxel: f32,
    show_grid: bool,
    show_semantics: bool,
    show_ceiling: bool,
) -> String {
    let noise = vackrooms::frameworks_drivers::simple_noise::SimpleNoiseProvider::new();
    let chunk_pos = vackrooms::domain::entities::position::Position::new(chunk_x, chunk_z);

    let config = if voxel_scale <= 0.1 {
        vackrooms::use_cases::generate_chunk::GeneratorConfig::high_spec()
    } else {
        vackrooms::use_cases::generate_chunk::GeneratorConfig::low_spec()
    };

    // Generate the voxel grid for this single chunk.
    let generator =
        vackrooms::use_cases::generate_chunk::GenerateChunkArchitectureUseCase::new(&noise);
    let grid = generator.execute(chunk_pos, seed, config.clone());

    // Generate the region plan covering this chunk (for semantic overlays).
    let region_size = vackrooms::use_cases::region_plan::REGION_SIZE;
    let rx = (chunk_x / region_size).floor() * region_size;
    let rz = (chunk_z / region_size).floor() * region_size;
    let plan = vackrooms::use_cases::region_plan::generate_region_plan(
        seed,
        vackrooms::domain::entities::position::Position::new(rx, rz),
        region_size,
        &config,
        &noise,
    );

    let options = vackrooms::adapters::chunk_voxel_renderer::VoxelBlueprintOptions {
        pixels_per_voxel: pixels_per_voxel.max(4.0).min(20.0),
        show_grid,
        show_voxels: true,
        show_semantics,
        show_labels: show_semantics, // labels only make sense when boxes are visible
        show_ceiling,
    };

    vackrooms::adapters::chunk_voxel_renderer::render_chunk_voxel_blueprint_svg(
        &grid,
        &plan,
        chunk_pos,
        voxel_scale,
        options,
    )
}

#[cfg(target_arch = "wasm32")]
#[wasm_bindgen::prelude::wasm_bindgen]
pub fn get_large_voxel_blueprint_svg(
    seed: u32,
    rx_val: i32,
    rz_val: i32,
    voxel_scale: f32,
    size_world: f32,
    layer: String,
) -> String {
    let noise = vackrooms::frameworks_drivers::simple_noise::SimpleNoiseProvider::new();

    let config = if voxel_scale <= 0.1 {
        vackrooms::use_cases::generate_chunk::GeneratorConfig::high_spec()
    } else {
        vackrooms::use_cases::generate_chunk::GeneratorConfig::low_spec()
    };

    let chunk_size = config.chunk_size;
    let steps = (size_world / chunk_size).round() as i32;

    // Generate the region plan
    let rx_origin = rx_val as f32 * size_world;
    let rz_origin = rz_val as f32 * size_world;
    let semantics = vackrooms::use_cases::region_plan::generate_region_plan(
